ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-345	At the Battle of Arausio, Caepio refused to co-operate with his superior officer, consul Gnaeus Mallius Maximus, who was a New Man, not a member of the Roman Elite. Caepio refused to even camp with Maximus and his troops, when it appeared that Maximus was going to reach a treaty and take the glory for the resolution, Caepio ordered his men to engage the Germans, and the battle that ensued saw the complete destruction of the Roman army.	his	210	Maximus	244	TRUE	Caepio	319	FALSE	http://en.wikipedia.org/wiki/Quintus_Servilius_Caepio
train-346	Gerran has also appeared in a few short films and television shows, appearing as ``Niall Andrews'' and ``Rory Brothwick'' in Casualty (2006 & 2012). As well as Some Girls episode 2 as ``Ryan''. In 2011, he appeared as ``Ernesto'' in an episode of the CBBC drama The Sparticle Mystery and returned in series 2 (which was aired in February 2013).	he	203	Some Girls	160	FALSE	Ryan	186	TRUE	http://en.wikipedia.org/wiki/Gerran_Howell
train-347	Than made his true-final appearance in the 1840 storyline, where he is mortal and is being possessed by Judah Zachary. After the storyline shifted to the 1841 parallel storyline, Gerard Styles made a small guest appearance in episode 1209. The character of Gerard was also in the movie Night of Dark Shadows, once again played by Jim Storm. He was the nephew of Carlotta Drake, and his character was killed off by the end of the movie.	He	341	Gerard	257	TRUE	Jim Storm	330	FALSE	http://en.wikipedia.org/wiki/Gerard_Styles
train-348	Sam followed a few months later after breaking up with Lily Montgomery. Maria's sister, Julia Santos, died in May 2008 as a result of a gunshot wound. On her deathbed, Julia instructed Krystal Carey to arrange for Maria to come get her adoptive daughter, Kathy, as Maria was Kathy's appointed guardian.	her	232	Krystal Carey	185	FALSE	Maria	214	TRUE	http://en.wikipedia.org/wiki/Maria_Santos
train-349	Clemente has also been extensively involved in politics, both on a national level and in Virginia. He chaired Alexander Haig's 1988 bid for the Republican Party's nomination for President. After Haig dropped out of the race, Clemente was recruited by Roger Ailes to serve on the senior campaign staff of George H.W. Bush. He also supported the efforts of former Virginia Attorney General Marshall Coleman to run as an independent alternative to the Republican nominee Oliver North during the 1994 U.S. Senate race in Virginia.	He	322	Roger Ailes	251	FALSE	George H.W. Bush	304	FALSE	http://en.wikipedia.org/wiki/C._Daniel_Clemente
train-350	After narrowly avoiding relegation towards the end of the 1938--39 season, Brentford manager Harry Curtis released full back Joe Wilson, half backs Sam Briddon, Tally Sneddon and amateur forwards Maurice Edelston and Jackie Gibbons. Curtis signed young Sunderland inside forward Percy Saunders and brought in former Manchester United wing half Tom Mansley as his new captain.	his	359	Percy Saunders	279	FALSE	Tom Mansley	344	FALSE	http://en.wikipedia.org/wiki/1939%E2%80%9340_Brentford_F.C._season
train-351	After Steve heard a recording of a telephone conversation between Jo and Kirsty where Jo vented her frustrations about Steve's behaviour, the two fell out but soon reconciled. Jo still felt that she had to move out in order to maintain their friendship and moved in with Stuart and Kirsty after Leonard moved out to be with Gina. However Jo felt lonely after Stuart was rude to her and Kirsty neglected her to spend time with Shane.	her	378	Kirsty	282	FALSE	Gina	324	FALSE	http://en.wikipedia.org/wiki/Storylines_of_Shortland_Street_(1993)
train-352	Stuart was devastated by Tom's disappearance and renounced his Catholic faith and his plans to become a priest. Alex and Stuart had a brief flirtation, but Alex eventually remarried Michael. Meanwhile, Rachel and Stuart's relationship had progressed. Eventually though, Rachel became jealous of his friendship with Kirsty, and was stunned when she learned that Stuart had initially been more interested in her mother, Alex.	she	344	Rachel	270	TRUE	Kirsty	315	FALSE	http://en.wikipedia.org/wiki/Storylines_of_Shortland_Street_(1993)
train-353	After this, the gang members remained in the park, drinking alcohol. Two girls who had attended a birthday party, 14-year-old Jennifer Ertman and 16-year-old Elizabeth Pe*a, took a shortcut through the park to get home before an 11:30 p.m. curfew. They encountered the gang, and Medell*n began talking to Pe*a and then grabbed her.	her	327	Jennifer Ertman	126	FALSE	Elizabeth Pe*a	158	TRUE	http://en.wikipedia.org/wiki/Jos%C3%A9_Medell%C3%ADn
train-354	As Thomas tries to get the two engines' attention, several rocks fall, forming a barrier between him and the two engines. Suddenly, James sees a dinosaur skull, which he believes to be the head of a monster. Frightened, he tries to reverse, but gets stuck. Percy urges James to go forward, and after James is hesitant to do so, Percy decides that he must be brave as he buffers up to James to get him to safety.	he	347	James	300	FALSE	Percy	328	TRUE	http://en.wikipedia.org/wiki/Tale_of_the_Brave
train-355	Thomas is at the Clay Pits and begins to wonder if the footprints were a prank by Bill and Ben. He asks them if this is the case and, offended that he is apparently ungrateful that they risked their lives for him, they angrily puff away. Percy tells Thomas about his paranoia, prompting James to make fun of Percy.	his	263	Percy	238	TRUE	Thomas	250	FALSE	http://en.wikipedia.org/wiki/Tale_of_the_Brave
train-356	Chan, oblivious to what's happening behind him, calls out to the squad to bring in a medic for Tin Tin, prompting Tin Tin to spare Chan. Chan finds Joe on the roof of the Convention Centre. Having captured and tied up Frank, Joe threatens to throw him to his death.	him	248	Frank	218	TRUE	Joe	225	FALSE	http://en.wikipedia.org/wiki/New_Police_Story
train-357	Sue and Fire return to the gang's new hideout. Seeing Sue's injury, Joe shoots and kills her. Joe's gang accesses Chan's police file on a computer, with Joe bent on taking revenge. Joe then arranges to meet Chan's girlfriend, Ho Yee, in the police station. He wraps a time bomb around her neck before leaving.	He	257	Joe	181	TRUE	Chan	207	FALSE	http://en.wikipedia.org/wiki/New_Police_Story
train-358	When the case gets to court, Rose's brief Kim Sharkey invites the court to accept Paige as the guilty party, as forensics seem to implicate her as the murderess. However, Alesha finds more evidence to confirm Rose as the killer. Connor's mother, however, claims she doesn't want Rose to be punished - and instead plead that due to her abusive upbringing, the courts have grounds to charge diminished responsibility, and seek psychiatric care for Rose.	she	262	Alesha	171	FALSE	Rose	209	FALSE	http://en.wikipedia.org/wiki/Law_%26_Order:_UK_(series_3)
train-359	However, when CCTV footage shows Paige & Rose accompanying Connor into the flat, the pair open up and claim they had been babysitting Connor after his older brother, who was supposed to be babysitting, had left him alone. Eventually, Paige breaks down and names Rose as the killer. When the case gets to court, Rose's brief Kim Sharkey invites the court to accept Paige as the guilty party, as forensics seem to implicate her as the murderess.	her	422	Rose	311	FALSE	Paige	364	TRUE	http://en.wikipedia.org/wiki/Law_%26_Order:_UK_(series_3)
train-360	In 1975, the Veterans Committee elected Harris, as a manager, to the Baseball Hall of Fame. Harris was born in Port Jervis, New York and raised mostly in Pittston, Pennsylvania. Harris was discovered by baseball promoter Joe Engel, who led the Chattanooga Lookouts at Engel Stadium. In 1919, at the age of 22, he came up to the Washington Senators, where his initial performance was unimpressive.	he	310	Harris	178	TRUE	Joe Engel	221	FALSE	http://en.wikipedia.org/wiki/Bucky_Harris
train-361	He is allied with the main Starfleet characters against the Maquis rebels in ``The Maquis'' and ``Defiant'' and against the Klingons when they invade Cardassia in ``The Way of the Warrior''. In the season 4 episode ``Indiscretion'', Kira Nerys accompanies Gul Dukat on a search for a lost Cardassian starship, where it is revealed he is trying to track down and kill his illegitimate half-Bajoran daughter Tora Ziyal. He ultimately resolves to take her home with him.	her	449	Kira Nerys	233	FALSE	Tora Ziyal	406	TRUE	http://en.wikipedia.org/wiki/Dukat_(Star_Trek)
train-362	Introduced as Marion Davies' niece, Lake socialized with such notables as Clark Gable, Jean Harlow, Charlie Chaplin and Gloria Swanson. Lake lived with Marion Davies for the major portion of her life and Hearst financially supported Lake all of her life. After Lake's marriage, Davies continued to support both Patricia and her husband Arthur.	her	324	Davies	278	FALSE	Patricia	311	TRUE	http://en.wikipedia.org/wiki/Patricia_Lake
train-363	``Reform was beginning to set in, you know,'' he said. ``And that didn't do too much good.'' The concessions also failed to please his critics. Michael Kramer said that Steingut was ``using 'legislative reform' as a smoke screen to hide his real interest, the perpetuation of the business-political web that allowed him to prosper while he serves in Albany.''	his	237	Michael Kramer	144	FALSE	Steingut	169	TRUE	http://en.wikipedia.org/wiki/Stanley_Steingut
train-364	As a junior player, Bailey won the World Junior Championship in 1997 and captained the England team to World and European junior team titles. A car accident led to career-threatening knee surgery at the age of 21, but she successfully recovered and resumed her playing career. In 2003, Bailey finished runner-up to Sarah Fitz-Gerald at the British Open. She reached a career-high ranking of World No. 4 that year.	She	354	Bailey	286	TRUE	Sarah Fitz-Gerald	315	FALSE	http://en.wikipedia.org/wiki/Tania_Bailey
train-365	K38 Water Safety has been instrumental in setting the standards for these small boats for lifesaving and rescue use working closely with boating safety associations and government agencies. Jon Lee Anderson, a writer for the New Yorker Magazine, rode along with Alladio on her Waverunner the week following the flooding in New Orleans after Hurricane Katrina. He wrote a story called 'Leaving Desire --	He	360	Jon Lee Anderson	190	TRUE	Alladio	262	FALSE	http://en.wikipedia.org/wiki/K38_Water_Safety
train-366	The family is financially supported by Cedric's late wife's domineering and nearsighted aunt Lady Adelaide Stitch, who demands custody over one of the children. She first wants Christianna (Chrissie), one of the daughters, but Evangeline, Cedric's uneducated scullery maid, volunteers and Adelaide agrees, assuming she is one of the daughters.	she	315	Chrissie	190	FALSE	Evangeline	227	TRUE	http://en.wikipedia.org/wiki/Nanny_McPhee
train-367	The brigade was attacked by superior forces from the Confederate division of Maj. Gen. Jubal Early. Coster's brigade lost most of its 597 casualties in that action. The remainder of the brigade spent the next two days supporting batteries on Cemetery Hill. Howard commended Coster and other senior commanders by name for their courage and devotion to duty in his report on Gettysburg.	his	359	Howard	257	TRUE	Coster	274	FALSE	http://en.wikipedia.org/wiki/Charles_Coster
train-368	Together they have produced many acclaimed films, including Apollo 13 (1995) and A Beautiful Mind (2001). Brian Grazer began his career as a producer developing television projects. While executive-producing TV pilots at Paramount Pictures in the early 1980s, Grazer met current long-time friend and business partner Ron Howard. He produced his first feature-film, Night Shift, in 1982, directed by Howard.	He	329	Grazer	260	TRUE	Ron Howard	317	FALSE	http://en.wikipedia.org/wiki/Brian_Grazer
train-369	Ananta, while coming from Bombay, accompanies a woman, Janaki, and keeps her as his mistress and enjoys romance. But she is slowly dying of Tuberculosis. Satyapal, Puran Bhagat Singh, and Ralia all play their role in the struggle against the capitalists in their own way. Ananta's Gandhian approaches are unwelcomed. Ralia, in his utter madness kills Ananta, hitting his head against a machine repeatedly.	his	327	Gandhian	281	FALSE	Ananta	351	FALSE	http://en.wikipedia.org/wiki/The_Big_Heart
train-370	In December 1939, the United States Cavalry consisted of two mechanized and twelve horse regiments of 790 horses each. Chief of Cavalry John K. Herr, a proponent of horse troops (``conservative and downright mossback'' according to Allan Millett yet ``noble and tragic in his loyalty to horse'' according to Roman Jarymowycz), intended to increase them to 1275 horses each.	his	272	John K. Herr	136	TRUE	Allan Millett	232	FALSE	http://en.wikipedia.org/wiki/Horses_in_World_War_II
train-371	Christy (released in 1967) is a historical fiction novel by Christian author Catherine Marshall set in the fictional Appalachian village of Cutter Gap, Tennessee, in 1912. The novel was inspired by the story of the journey made by her own mother, Leonora Whitaker, to teach the impoverished children in the Appalachian region as a young, single adult.	her	231	Christy	0	FALSE	Catherine Marshall	77	TRUE	http://en.wikipedia.org/wiki/Christy_(novel)
train-372	Catherine Marshall, the widow of Dr. Peter Marshall when she wrote the book, following up on her best seller ``A Man Called Peter,'' has been quoted as saying the book was about 75% percent historical, although the main characters (the physician) and mountain woman descended from ancient royalty, are fictionalized. While in the book it is implied she ends up with the doctor, the real ``Christy,'' Catherine Marshall's mother, married a minister.	she	349	Christy	389	TRUE	Catherine Marshall	400	FALSE	http://en.wikipedia.org/wiki/Christy_(novel)
train-373	Bea Binene as George (Campus Tomboy) - She plays the boyish character that caught up in the ``bestfriend syndrome'', she tries to hide her feelings for her best friend enemy and instead, helps him get closer to Chloe. Jake Vargas as Jepoy (Guitar Enthusiast) - the group's resident rocker. He is head-over-heals in love with Chloe (Lexi Fernandez) and tries to get closer to her through his best friend George.	He	290	Jake Vargas	218	TRUE	Guitar Enthusiast	240	FALSE	http://en.wikipedia.org/wiki/Tween_Academy:_Class_of_2012
train-374	In the mid-1980s she was director of the documentary and photojournalism department at the International Center of Photography in Manhattan. In 1981, Heyman, along with Harbutt, Mark Godfrey, Mary Ellen Mark, and Joan Liftin, co-founded Archive Pictures Inc., an international documentary photographers' cooperative agency in New York City. During her busy career in the 1980s, Heyman filed a lawsuit on her brother, Samuel, in 1982.	her	348	Joan Liftin	213	FALSE	Heyman	378	TRUE	http://en.wikipedia.org/wiki/Abigail_Heyman
train-375	A bloodied Yoko appears banging on the door, begging for help, moments before the Noh-masked figure breaks in. Ai is chased outside by the killer, and finds Yuka's corpse, and a delusional and dying Takako. The murderer catches up to Ai, and pulls off the Deigan mask to reveal she is Maki.	she	278	Yuka	157	FALSE	Takako	199	FALSE	http://en.wikipedia.org/wiki/Gurozuka
train-376	In 1559, the house was confiscated from Thomas Englefield's grandson, Sir Francis Englefield, a servant of the Catholic Queen Mary, for ``consorting with (the) enemies'' of the new Protestant monarch, Elizabeth I. Popular local tradition is that the Queen granted Englefield to her spymaster, Sir Francis Walsingham, although there is no evidence of this.	her	278	Elizabeth I. Popular	201	FALSE	Queen	250	TRUE	http://en.wikipedia.org/wiki/Englefield_House
train-377	After a succession of short-lived residents, the estate was eventually purchased by John Paulet, 5th Marquess of Winchester, famous for his Civil War defence of Basing House in Hampshire. He retired to Englefield at the Restoration and is buried in the parish church. From his Paulet descendants, the house passed, through marriage, to the Benyon family.	his	273	Paulet	277	FALSE	Benyon	340	FALSE	http://en.wikipedia.org/wiki/Englefield_House
train-378	His contribution ``Suggestion Effects in Psychiatric Diagnosis,'' in the 1975 Thomas J. Scheff edited work Labelling Madness has been cited in the 1980 ``Proceedings of the Oklahoma Academy of Science'' , and is referenced in the course ``Perceptions of Mental Illness'', at Brown University . With chairman Margaret Singer, Temerlin served on the APA taskforce on Deceptive and Indirect Techniques of Persuasion and Control, from 1983 to 1986. Other notable scholars who served on the American Psychological Association Task Force included Harold Goldstein, Ph.D., National Institute of Mental Health, Michael Langone, Ph.D., American Family Foundation, Jesse S. Miller, Louis Jolyon West, University of California Los Angeles . With his wife Jane W. Temerlin, Temerlin raised Lucy Temerlin, a chimpanzee owned by the Institute for Primate Studies at the University of Oklahoma at Norman, Oklahoma, in their home.	his	735	Louis Jolyon West	672	FALSE	Temerlin	762	TRUE	http://en.wikipedia.org/wiki/Maurice_K._Temerlin
train-379	He argues that King sold himself out to Governments for cash, telling selected stories the way he was instructed to. He also mistreated his various wives and ignored larger world issues for the sake of his own success. Williamson chiefly refers to Guatemala, East Timor, El Salvador and Cambodia as illustrations, but the focus is alway on King's integrity and how he let those stories go untold.	he	365	Williamson	219	FALSE	King	340	TRUE	http://en.wikipedia.org/wiki/Sanctuary_(play)
train-380	``Constantius gave over to his most inveterate enemies, his own cousin, the Caesar, his sister's husband, the father of his niece, the man whose own sister he had himself married in earlier days''. Gallus was a son of Julius Constantius and his first wife Galla. She is assumed to be a full sister of Gallus. Julius Constantius was a son of Constantius Chlorus and Flavia Maximiana Theodora. He was a paternal half-brother of Constantine I. In 337, Constantine I died.	He	392	Julius Constantius	309	TRUE	Constantine I	449	FALSE	http://en.wikipedia.org/wiki/Daughter_of_Julius_Constantius
train-381	The album, Aviation, was officially released in April 2014. In late 2014 Justin Tranter commenced a songwriting partnership with Julia Michaels which resulted in 4 top 40 hits in 2015 for artists Justin Bieber, Selena Gomez, Gwen Stefani and Hailee Steinfeld. A New York Post article about this refers to his previous occupation as being ``in a failed rock band''.	his	305	Justin Tranter	73	TRUE	Justin Bieber	196	FALSE	http://en.wikipedia.org/wiki/Semi_Precious_Weapons
train-382	He purchased more land from Lenape Indians north of modern day Philadelphia. This parcel was along the Delaware River between the Falls of the Delaware and Schuylkill River, between what is today Trenton, New Jersey and Morrisville Pennsylvania. When Johan Bj*rnsson Printz took over as governor of New Sweden, Ridder returned to Sweden to serve in the Swedish Navy. He became a major in 1660 and served as the governor of Vyborg (Swedish: Viborg) in Karelia from 1666 until 1681.	He	367	Johan Bj*rnsson Printz	251	FALSE	Ridder	311	TRUE	http://en.wikipedia.org/wiki/Peter_Hollander_Ridder
train-383	Ian Parkin (born Wakefield, Yorkshire, 1950 - 1 July 1995) was a musician who played rhythm guitar with the first incarnation of Bill Nelson 's Be-Bop Deluxe. He befriended Nelson when both were attending Ings Road secondary Modern School, in their natal Wakefield, making their musical live debut at a school Christmas concert, as a guitar duo.	He	159	Ian Parkin	0	TRUE	Bill Nelson	129	FALSE	http://en.wikipedia.org/wiki/Ian_Parkin
train-384	Considered the greatest player in Reds' history at the time, he was invited to throw out the first ball at the last game at Crosley Field on June 24, 1970. Joe Morgan called Roush ``the best of us all''. He died at the age of 94, still insisting that even if the White Sox had played the 1919 World Series on the level, the Reds would have won.	He	204	Joe Morgan	156	FALSE	Roush	174	TRUE	http://en.wikipedia.org/wiki/Edd_Roush
train-385	There he was supported in his dream to become a writer. Stone read and was impressed by some of Faulkner's early poetry and was one of the first to discover Faulkner's talent and artistic potential. Stone became a literary mentor to the young Faulkner, introducing him to writers such as James Joyce, who would come to have an influence on Faulkner's own writing.	him	265	Stone	199	FALSE	Faulkner	243	TRUE	http://en.wikipedia.org/wiki/William_Faulkner
train-386	Owners Steve Blizzard and David Aynesworth (star of Yorkshire Television's ``Yorkshire's Perfect Pint''), produced a number of award winning beers under the ``Folly Ales'' brand name and their most famous customer was Madonna who bought quantities of the beer for a Weekend Of Folly event. In 2007 the company was dissolved for personal reasons as Blizzard returned to his native U.S..	his	369	Steve Blizzard	7	TRUE	David Aynesworth	26	FALSE	http://en.wikipedia.org/wiki/Wharfedale_Brewery
train-387	Basu thus had a good understanding of the decision-theoretic approach to statistics of Neyman, Pearson and Wald. In fact, Basu is described as having returned from Berkeley to India as a ``complete Neyman Pearsonian'' by J. K. Ghosh. Basu met Ronald Fisher in the winter of 1954--1955; he wrote in 1988, ``With his reference set argument, Sir Ronald was trying to find a via media between the two poles of Statistics --	he	286	Basu	234	TRUE	Ronald Fisher	243	FALSE	http://en.wikipedia.org/wiki/Debabrata_Basu
train-388	However, a visit from Cousin Helen shows her that she must either learn to make the best of her situation or risk losing the love of her family. Helen tells Katy that she is now a student in the ``School of Pain'' where she will learn lessons in patience, cheerfulness, hopefulness, neatness and making the best of things.	she	167	Helen	145	FALSE	Katy	157	TRUE	http://en.wikipedia.org/wiki/What_Katy_Did
train-389	Life Sentences (1982), Joanna's Husband and David's Wife (1986--which she also adapted for the stage as a two-person play), and Home Free in 1991. Hailey was born the oldest of four children of Earl Andrew Forsythe, an attorney, and Janet Kendall Forsythe. She and her late husband, playwright Oliver Hailey, have two daughters, Kendall Hailey and Brooke Hailey Egan; two granddaughters, Hallie Elizabeth Egan and Frances Scott Egan; and a grandson, Charles Oliver Thomas Miller, all living in Los Angeles, California.	She	257	Hailey	147	TRUE	Janet Kendall Forsythe	233	FALSE	http://en.wikipedia.org/wiki/Elizabeth_Forsythe_Hailey
train-390	He lost popularity with his players, whose views of him became hateful, and that is seen as a factor in the Black Sox scandal, when eight players on the AL champions conspired to ``throw'' the 1919 World Series to the NL champion Cincinnati Reds. Comiskey was notoriously stingy (his defenders called him ``frugal''), even forcing his players to pay to launder their own uniforms. Traci Peterson notes that, in an era when professional athletes lacked free agency, the White Sox's formidable players had little choice but to accept Comiskey's substandard wages. She writes: ``Charles Risberg and Claude Williams made less than $3,000 a year.	She	562	Traci Peterson	381	TRUE	Comiskey	532	FALSE	http://en.wikipedia.org/wiki/Charles_Comiskey
train-391	The regiment left Massachusetts on January 2, 1862, arrived off the Louisiana coast in mid February, and played a minor role in the Siege of New Orleans in April and May 1862. Early in his service with the 30th Massachusetts, Dimon caught the attention of Maj. Gen. Butler who was impressed with the young man's energy and enthusiasm.	his	185	Dimon	226	TRUE	Butler	266	FALSE	http://en.wikipedia.org/wiki/Charles_A.R._Dimon
train-392	Moore's work was commented on by Byron's close friend, John Hobhouse, who noted that ``Moore had not the remotest guess at the real reason which induced Lord B. at that time to prefer having no Englishman immediately or constantly near him.'' Regardless of Moore's bias against the lower class and Byron's spending time with other boys during his times in Greece, Byron was close to Giraud while the two were together.	his	343	Byron	364	TRUE	Giraud	383	FALSE	http://en.wikipedia.org/wiki/Nicolo_Giraud
train-393	In 2010 Afsar competed in the Miss California pageant for the first time and won the Miss California 2010 title. She competed in the Miss America 2011 pageant in January 2011. In 2009 Afsar was a contestant on American Idol 8. She auditioned in Phoenix and sang ``Put Your Records On'' by Corinne Bailey Rae. After failing to advance through her semi-final round Afsar was given the opportunity to compete in the Wildcard competition but was eliminated.	her	342	Corinne Bailey Rae	289	FALSE	Afsar	363	TRUE	http://en.wikipedia.org/wiki/Arianna_Afsar
train-394	Also in 1994, she visited Namibia as a guest of the mines and energy ministry. In recent years, Charlene Mitchell returned to Cuba for rehabilitory medical treatment following a stroke suffered in 2007. Lisa Brock interviewed Charlene Mitchell in her home in Harlem in 2004.	her	247	Lisa Brock	203	FALSE	Charlene Mitchell	226	TRUE	http://en.wikipedia.org/wiki/Charlene_Mitchell
train-395	More reliable sources suggest that the ``Santa Cruz'' in actuality refers to the crossroads located in the Meadow of Mudela (so called for its proximity to the pass of Muradal, one of the entrances to the Central Meseta through the Andalusian Plain). On January 30, 1538, Don *lvaro the Elder bought off from Carlos I the towns of Santa Cruz de Mudela and Viso del Puerto (Muradal), under his own terms and along with civil and criminal jurisdiction, for 26,208,626 maraved*es (for comparison, Ferdinand Magellan's epic voyage around the earth, financed by Carlos I in 1518, cost 8,751,125 maravedis).	his	389	Ferdinand Magellan	494	FALSE	Carlos I	557	FALSE	http://en.wikipedia.org/wiki/Santa_Cruz_de_Mudela
train-396	By the time the new councilmembers were sworn in, the Robles majority on the City Council had completely depleted the eight million dollars in the city's reserve. According to the Los Angeles Times, Albert Robles was indicted ``on 39 counts of money laundering, bribery, wire fraud and public corruption. '' Prosecutors argued that ``he used his elected office and political influence to funnel money from city projects to family and friends between 1998 and 2003.`` De La Torre testified in the trial against the former city treasurer. Robles was sentenced to 10 years in federal prison.	his	342	De La Torre	467	FALSE	Robles	537	TRUE	http://en.wikipedia.org/wiki/Hector_De_La_Torre
train-397	Theobold, Archbishop of Canterbury, challenges Thomas' inability to reform Henry's ways, which leads to a discussion between Henry and Thomas as to the true nature of love (The Question). In the palace, Queen Eleanor finds Jennie on her way to Henry's bedchamber and she tries to make Jennie unattractive to Henry by dressing her in a royal manner. Thomas suggests that Eleanor will have done Jennie a favour in keeping her from Henry's bed but Jennie is now unable to return to her village and her previous way of life (What Choice Have I?).	her	420	Eleanor	370	FALSE	Jennie	393	TRUE	http://en.wikipedia.org/wiki/Thomas_and_the_King
train-398	He hands the fish to Helene and leaves with them. Tony tells Helene not to worry because Adam can handle himself. That evening, Helene discovers a beaten Adam outside the kitchen entrance. Tony and Helene want to take Adam to the hospital, but before they can do much more than clean him-up, they learn that two Michelin reviewers have come to Langhams.	him	284	Tony	189	FALSE	Adam	218	TRUE	http://en.wikipedia.org/wiki/Burnt_(film)
train-399	Adam continues to fend off his drug dealer's collectors and to see Dr. Rosshilde for drug tests. He remains impervious to her judgments about his sobriety and his perfectionism but, when asked, admits he knows Tony is in love with him. When Adam receives an invitation to the reopening of Reece's restaurant, he asks Helene to accompany him.	he	309	Adam	241	TRUE	Reece	289	FALSE	http://en.wikipedia.org/wiki/Burnt_(film)
train-400	On 17 May 1527 Wolsey sat at his house at Westminster to hear the pleadings in the king's divorce suit. On this occasion Wolman was nominated by the king promoter of the suit. On 5 and 6 April 1527 he took the evidence of Richard Foxe as to Henry's protest against the marriage with Catherine of Aragon. On 31 May he brought forward this evidence and adduced arguments against the dispensing power of the pope.	he	314	Richard Foxe	222	FALSE	Henry	241	FALSE	http://en.wikipedia.org/wiki/Richard_Woleman
train-401	Parker was at this time younger, taller and more than ten years younger than Probert. After circling around each other for several seconds the two grabbed each other's jerseys. However the fight was called off after just 11 seconds when Parker was nearly knocked unconscious from four right hands from Probert without throwing one of his own.	his	334	Parker	237	FALSE	Probert	302	TRUE	http://en.wikipedia.org/wiki/Bob_Probert
train-402	Per author Kristofer Engelhardt in ``The Beatles Deeper Undercover'' p.234 ``The historic evening ended with a jam of ''Lucille``, ''Sleepwalk`` (sic), ''Stand By Me``, ''Cupid``, ''Chain Gang``, ''Take This Hammer`` '' (c)2010 ``Stand By Me'' -- 2:18 Mostly Lennon complaining about the sound in his headphones and reminiscing about how it was better half an hour ago.	his	297	Kristofer Engelhardt	11	FALSE	Lennon	259	TRUE	http://en.wikipedia.org/wiki/A_Toot_and_a_Snore_in_'74
train-403	From 1866, in which year she sang at the Worcester Festival, and married John Patey, a bass singer, she was recognized as one of the leading contraltos; and on the retirement of Helen Sainton-Dolby in 1870 Patey was without a rival whether in oratorio or in ballad music. She toured in America in 1871, sang in Paris in 1875, Australia in 1890, and New Zealand in 1891.	She	272	Helen Sainton-Dolby	178	FALSE	Patey	206	TRUE	http://en.wikipedia.org/wiki/Janet_Monach_Patey
train-404	Etta (voiced by Leigh-Allyn Baker) is the lead hen and the mother of Maddy. She used to be a good friend of Ben.	She	76	Etta	0	TRUE	Maddy	69	FALSE	http://en.wikipedia.org/wiki/List_of_Back_at_the_Barnyard_characters
train-405	Spike suspects Giles is his father (because they're both British and Giles feels a gut-wrenching disappointment towards him), Anya assumes she is getting married to Giles (because she is wearing an engagement ring and they jointly own the magic shop) and Willow and Xander think they are a couple (because they woke up next to each other and Willow is wearing his jacket). Giles, Anya, Xander, Willow and Tara figure out their names from their IDs and Dawn's from her necklace.	her	464	Willow	394	FALSE	Tara	405	FALSE	http://en.wikipedia.org/wiki/Tabula_Rasa_(Buffy_the_Vampire_Slayer)
train-406	This became the last single that The Supremes made as a quartet. After this record, fourth member Barbara Martin left the group to start a family leaving Ross, Ballard and Wilson as a trio from then on. Martin is not pictured on the cover both due to her pending departure and because she was noticeably pregnant at the time of the photo shoot.	her	251	Barbara Martin	98	TRUE	Ballard	160	FALSE	http://en.wikipedia.org/wiki/Your_Heart_Belongs_to_Me
train-407	Veneto Padanian Federal Republic (Veneto Repubblica Federale Padana, VRFP) was a short-lived Venetist political party active in Veneto. In 1998, when Liga Veneta split between Venetists and Padanists, Renato Martin, Mayor of Jesolo and friend of J*rg Haider, was one of the leaders of the second group. After he had lost the leadership race to Gian Paolo Gobbo, he too chose to leave the party.	he	309	J*rg Haider	246	FALSE	Gian Paolo Gobbo	344	FALSE	http://en.wikipedia.org/wiki/Veneto_Padanian_Federal_Republic
train-408	Frutkin believed that the USA had never lost the Korean War as the aim of the USA had been to prevent North Korea from taking over South Korea, in which they had been successful. This opinion went against what many of his colleagues at the time, including Thomas Paine, believed. Nonetheless, in 1973, Frutkin was awarded the NASA Distinguished Service Medal by Thomas Paine, and Frutkin commented that Paine had always been ``wonderful'' to him.	him	442	Frutkin	380	TRUE	Paine	403	FALSE	http://en.wikipedia.org/wiki/Arnold_Frutkin
train-409	Deanna graduated with a degree in graphic design. She had been working in this field for approximately a year and a half when she was asked to go on tour with a band. That band was ``Mask'', based in Willoughby, Ohio which featured Deanna in various costumes dressed as Madonna, Cher, Tina Turner and others, and local drummer Steve Shutts, local male vocalist Dave Richards, and a couple of fellow Canadians. She quit that gig after friends urged her to move on, and Deanna has never looked back.	She	410	Deanna	232	TRUE	Tina Turner	285	FALSE	http://en.wikipedia.org/wiki/Deanna_Johnston
train-410	Lisa Hunter is a fictional character from the long-running Channel 4 soap opera Hollyoaks, played by Gemma Atkinson. The character is noted for her storylines including bullying and self-harming.	her	144	Lisa Hunter	0	TRUE	Gemma Atkinson	101	FALSE	http://en.wikipedia.org/wiki/Lisa_Hunter
train-411	Faida Hamdy is the daughter of Myriam and Taher Hamdy (a previous Policeman). Her brother Faouzi Hamdi is a teacher and an UGTT member.	Her	78	Faida Hamdy	0	TRUE	Myriam	31	FALSE	http://en.wikipedia.org/wiki/Faida_Hamdy
